clean_text,sentiment_label
ust felix pinjem sama dari kok leon bwat usaha manfaat yang di dapat kok leon bila ust felix untung kok leon dari keuntungan tapi bagaimana kalo ust felix rugi tapi kok leon tidak mau menanggung kerugian dalam islam apa yang bisa membuat ust felix harus mengembalikan 1m ke kok leon dalam keadaan ust felix merugi selain ancaman neraka dan dosa dalam perbankan bunga dan jaminan setahu saya untuk jaga2 kalo ada di tengah jalan gagal bayar jadi tetap rugi tapi terminimalisir dari bunga dan jaminan,Negatif
jual ide jual janji surga jual ide jual mimpi pembodohan yang dikemas dengan nama iman,Netral
full daging,Positif
anak kuliahan semester zaman dulu pemikiran dan pembahasannya beda iya berat amat smiling face with tear,Negatif
meributkan hal-hal begini dari tahun masih saja indoo indonesia,Negatif
tahun saya beli bitcoin yang saat itu seharga rupiah sampai sekarang enggak bisa di akses lupa pasword email wkwkwkw,Negatif
trading pada saham tapi dengan basic niat investasi dengan benar mengetahui portofolio dari emiten bukan atas dasar spekulasi atau sekadar grafik saja gambling real investasi menjual saat tinggi atau tetap save dengan menikmati deviden tentu kita harus rajin membaca laporan analisis,Positif
dan iman itu umumnya mementingkan pribadi nya sediri,Netral
korupsi yang jelas-jelas haram saja banyak peminat nya face with tears of joy,Negatif
duit haram,Negatif
kok leon jangan belajar islam iya kok leon cerdas dan logis bisa gawat nanti grinning face with sweat,Negatif
pulu pulu tahun dakwa umurnya berapa masuk islam niatnya jualan sih,Negatif
bagiku kurang setuju ustad felik mau etik tetap bohong tersembunyi enggak perlu bicara itu teknik marketing akhirnya tetap merugikan pembeli karena etika bisa dimaklumkan hehehe kalau pakai tarif itu artis bukan ustad face with tears of joy face with tears of joy face with tears of joy semoga saudara laki-laki leon tertarik dan masuk islam amin smiling face with smiling eyes,Negatif
menonton sampai selesai tapi kok merasa jawabannya enggak menjawab pertanyaan iya apa otakku enggak sampai face with open mouth,Negatif
jangan munafik orang beli bitcoin itu untuk melipat gandakan uang kalau beruntung naik kalau sial turun itu sih judi,Negatif
kenapa jadi bahasa inggris,Negatif
jsh,Netral
islam bisnis,Positif
saya sebagai muslim sangat setuju sama bongkar2 begini buat semua orang yang mengatas namakan dari sebuah agama pasti tujuannya cuma cari diut entah itu dari oknum yang islampobia atau yang muslim sama-sama cari pembenaran ke untungan dari pada kejujuran dan yang sangat di sayangkan juga masalah ini di manfaatkan sama non mislim yang sama-sama cari cuan dari masalah muslim face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,Negatif
h,Netral
maaf iya kok leon duduknya kakinya jangan di angkat silangkan kurang sopan di depan ustad,Negatif
dalam islam ini haram itu haram kalau menambah istri halal grinning face with sweat grinning face with sweat grinning face with sweat,Negatif
thumnail nya seolah olah semua pendakwah dapat segitu ckckck begini amat demi konten,Positif
kata gus baha salah satu yang tidak dilihat atau tidak dipedulikan allah nanti di hari kiamat salah satunya orang yang jual agama,Negatif
samsul bin laden face with tears of joy,Netral
kelas seperti ini kok disandingkan abu janda benar-benar penghinaan,Negatif
face with tears of joy ganti nama label nama,Netral
enggak mengerti kenapa mesti undang extremis,Negatif
ujung2nya dyor di your own research alias suka-suka lu saja menarik kesimpulan bagaimana face with tears of joy,Positif
betul,Positif
ini orang ahli dibidang semua hal grinning face with sweat semuanya di omon omon kan,Positif
mahal,Negatif
bisnis di negeri konoha yang paling menjanjikan adalah bisnis agama face with tears of joy modal mualaf pintar mengomong bisa jadi penceramah dengan penghasilan dan harta melimpah face with tears of joy,Positif
didunia ini enggak ada yang benar semua orang kayak menjebak orang miskin contoh kayak mereka ini yang sedang podcast blablabla cuma berkedok agama untung menguntungkan diri sendiri,Negatif
kenapa sih mengasih pangung ke orng2 mabuk agama begini buat datang ke sini mereka itu,Negatif
gaji guru tidak akan pernah dinaikkan karena pemerintah kita tidak ingin orang-orang indonesia menjadi pintar buktinya ada makan bergizi gratis dari pada kesejahteraan guru apalagi prabowo pernah kalah 3x jadi prabowo ingin mengembalikan modal kekalahanya dulu prabowo ternyata orang yang licik jujur aku dulu pilih dia karena gibran fakta,Negatif
login,Netral
yang beli emas antam gede rasa 2jt nanti bilang emas haram wkwkwwkwk musuhin yahudi tapi masih pakai sistem uang kertas mereka rolling on the floor laughing gaji pendakwah terkenal berapa coba beaming face with smiling eyes padahal pendakwah zaman dulu itu pengusaha pedagang,Negatif
sudut pandang berbeda tentang bitcoin pahlawan atau scam youtu be guqcax7yebu sih vtfwo iub4wr di,Netral
bitcoin dan agama face with tears of joy face with tears of joy bagaimana coba face with tears of joy face with tears of joy,Netral
pemuka agama cross mark button penjual agama check mark button,Netral
rosul mencontohkan untuk meninggalkn kapitalisme bukan bahkan terus menjalanknnya soal kripto jelas keharamannya karena itu termasuk perjudian dimana yang tahu ilmunya dan punya modal besar dia jadi bandar judi dan yang enggak paham ilmunya juga modalnya minim dia yang pemain judi,Negatif
bginilah kalau alumni pertanian mengomong agama face with tears of joy face with tears of joy face with tears of joy,Negatif
wkwkwk mengatai apologet kristen para pencari koin padahal dakwah sejam saja meminta fee puluhan juta islam islam face with tears of joy face with tears of joy,Netral
ini ust felix kenapa sempat2nya membela temannya dari tukang bohong face with tears of joy mengapai sih sudah jelas-jelas dia berbohong lagian over claim kan juga jatuhnya bohong ya kalau kamu klaim nya melebihi dari kenyataannya iya kan kamu berarti bohong bagaimana sih face with tears of joy,Negatif
zakir naik saja biaya sendiri dan enggak meminta bayaran youtu be 0mhk prgzu0 sih n4xu2g1l7wszwrxv,Negatif
mualaf langsung ustad yang dari lahir islam saja belum tentu isi otaknya tentang agama belum tentu banyak apalagi yang baru kemarin sore face with open mouth,Negatif
mifteh 75jt jam grinning face with sweat grinning face with sweat grinning face with sweat,Netral
the utterly twisted and ignorant guy,Netral
intinya apa bang malas aku nyimaknya,Negatif
agak kecewa sih koh leon ngundangnya ustad felix mbok narsumnya ustad yang lebih mumpuni ilmu agama terutama tafsir,Negatif
ustd felix sekarang bicara tarip ustad sebelumnya logika yang dipas paskan selalu ingin menjawab semua pertanyaan apapun itu memang sejenius itu ustd tidak takutkah bahwa jwb2mu hnylah idea otakmu dan olah pikirmu semata yang hanya malu kalo seorang ustd tidak bisa menjawab pertanyaan sehingga kadang jwbnnya menampak lucu dipaksakan dan diada adakan dulu salut tapi sejak riwa riwi diberbagai podcast jwbnya dilogis2kan jadi penyembah logika logika akal sehat itu harus tapi setelah itu dihujamkan kedalam hati sehingga menimbulkan iman iman sejati yang akan menimbulkan jihad atau pulang tidak amal walau tipis2 jangan cuma logika terus bos logika akal sehat itu porsinya setelah itu dilanjutkan amal gerak aktifitas pengorbanan untuk membuktikan logika itu sendiri melalui iman dan amal jangan logika terus ajak berakidah lebih mendalam ajak bermuamalah lebih baik dan lain-lain dan lain-lain dan lain-lain,Negatif
dulu kagum sekarang kok kesannya dari narasi jwbnya seperti orang yang paling tahu tentang islam masak sih sudah mengaji sampai mana jangan-jangan itu narasi asumsi sendiri yang cuma dilandasi dalil tipis2 doang jangan terlalu mengatasnamakan islam narasimu sendiri,Negatif
edis tv buat mengetahui islam face with tears of joy face with tears of joy face with tears of joy,Netral
halal haram itu hanyalah akal akalan manusia bloon yang mabok agama sedangkan manusia berilmu bisa memanfaatkan semua ciptaan yang maha kuasa dan segala sesuatu untuk kemaslahatan umat manusia OK hand thumbs up,Positif
di katolik juga sih diatur sampai sex juga sama persis yang dikatakan oleh ustad felix siaw,Positif
anjing he si logic is problematic on sok many levels facepalm kok leon kamu itu non islam clueless sama ideologi ini banyak ide2 sungsang yang dia ungkapkan dan kamu cuma ngangguk2 saja jangan undang orang ini lagi dia bisa menghancurkan negeri ini cheers a lucky mantan muslim,Negatif
ini ustat benaran atau dadakan jadi ustat,Negatif
jualan agama memang menjanjikan,Positif
tumben ada kadrun ini hati-hati diajak investasi kavling surga grinning face with sweat,Negatif
tanya kok ke felix felix itu hti progresif enggak bisa dipercaya,Negatif
ngapainlah ngundang felix siau,Negatif
haram sumbernya apa agama loh itu kan ciptaan manusia pasca homo sapien zaman dinosaurus tuhan kemana saja grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat,Negatif
bohong kok enggak boleh rolling on the floor laughing rolling on the floor laughing kocak kamu lix,Negatif
felix antek asing barat,Negatif
apakah beliau pernah nyantri,Netral
larisnya jualan dongeng mitos janji syurga nakuti neraka berbanding lurus dengan kemiskinan dan ketidakbahagiaan bangsa grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat di negara kayak dengan index kebahagiaan tinggi agama dan tuhan tidak laku jepang jadi maju kayak jujur tertib disiplin bersih tidak ada oeran tuhan dan agama paham,Negatif
why you discuss with this hti minded poeple face with raised eyebrow i think you reply neutral why with him are there no other religious people with more open minded thinking,Positif
tanya halal haram jangan sama felix dong ngerusak islam saja,Negatif
cie yang suudzon perbaiki tuh hati grinning face with sweat,Negatif
pfft face with tears of joy maksudnya mengetahui islam dari orang yang nahwu dasar saja enggak tahu,Negatif
he ll ignoring people like you what the fuck are you tertawa,Positif
wlwkwk tapi kaisar jepang diprcaya adalah keturuna dewa matahari di agama shinto dan budha juga sangat kental di jpng,Positif
tapi angka suicide dan demografi rendah paham sih juragan,Negatif
nabi muhammad sebelum mengenal islam juga kayak jujur disiplin bersih dan ketika beliau kenal islam beliau jadi lebih baik abdurrahman bin auf pembisnis terkaya di mekkah ketika mengenal islam dia jadi pribadi lebih baik umar bin khattab sebelum mengenal islam tidak pernah berzina jago gelut dan setelah mengenal islam dia jadi lebih baik khadijah pembisnis jujur ulet dan pembisnis perempuan terkaya pada masanya ketika mengenal islam jadi lebih baik dan masih banyak lagi paham maksud saya,Positif
freshmeme s4w amrozi setelah mengenal langsung meleduk face with tears of joy,Netral
andis7254 ya begitulah iq ketika memahami sesuatu,Negatif
lebih sedih kalau semisal setelah kematian ada surga dan neraka toh kita sebagai yang di dongengi tidak merugikan siapapun secara individu dan bahkan kita yang di rampok oleh para pemangku kebijakan,Negatif
